num_year,num_semana,primer_dia_semana,poligono_departamento,Solicitudes,Viajes_finalizados,GMV,Ticket_Promedio,promedio_eta_segundos,distancia_pickup_promedio_mts,Viajes_cancelados,NODRIVERACCEPTED,NODRIVERFOUND,GMV_Tarjeta,Viajes_finalizados_Tarjeta_ueno,GMV_Tarjeta_ueno,Conductores,Conductores_c_Viaje,conductores_nuevos,conductores_recurrentes,Ganancias_conductor,Pasajeros,Pasajeros_c_Viaje,pasajeros_nuevos,pasajeros_recurrentes,Solicitudes_B2C,Viajes_finalizados_B2C,GMV_B2C,Ticket_Promedio_B2C,Solicitudes_B2B,Viajes_finalizados_B2B,GMV_B2B,Ticket_Promedio_B2B,Solicitudes_B2B_sReservas,Viajes_finalizados_B2B_sReservas,GMV_B2B_sReservas,Ticket_Promedio_B2B_sReservas
2025,32,2025-08-04,ITAPUA,45482,32079,486192370,15156,171,1006,10470,232,2701,48567800,3495,35611100,1067,1045,57,988,559208465,9536,8933,576,8357,45468,32066,485902900,15153,14,13,289470,22267,14,13,289470,22267
2025,31,2025-07-28,CENTRAL,15776,9032,222865937,24675,271,1526,5809,458,477,66624700,5839,64820700,1304,1075,218,857,195191510,4046,3143,1105,2038,13679,7519,124047700,16498,2097,1513,98818237,65313,1890,1308,55121405,42142
2025,31,2025-07-28,ITAPUA,43246,31264,485492990,15529,178,1061,10018,208,1756,39502500,2742,28573400,1065,1035,55,980,558231660,9277,8699,520,8179,43239,31261,485444500,15529,7,3,48490,16163,7,3,48490,16163
2025,30,2025-07-21,CENTRAL,8462,4364,213066735,48824,328,1784,3362,395,341,41354500,3710,40560500,1151,931,220,711,163149379,2555,1823,506,1317,6058,2749,56449300,20534,2404,1615,156617435,96977,2028,1241,46586634,37540
2025,30,2025-07-21,ITAPUA,39852,29355,467174280,15915,170,989,8872,153,1470,33936500,2308,24073700,1028,1003,58,945,536053730,8963,8449,692,7757,39840,29344,464398200,15826,12,11,2776080,252371,10,9,174080,19342
2025,29,2025-07-14,CENTRAL,7441,3297,178336557,54091,379,2079,2656,633,854,30910500,3585,30179400,753,610,68,542,137033863,2177,1348,177,1171,4849,1599,36447900,22794,2592,1698,141888657,83562,2169,1277,55012516,43079
2025,29,2025-07-14,ITAPUA,38671,29440,468609010,15917,160,954,7532,173,1519,33711000,2212,24072600,983,965,48,917,538836375,8660,8243,641,7602,38667,29436,468518700,15917,4,4,90310,22578,4,4,90310,22578
2025,28,2025-07-07,CENTRAL,8334,2911,157685881,54169,410,2213,2681,981,1761,28052600,4103,27436300,584,501,34,467,115506725,2105,1186,144,1042,5231,1404,32861400,23406,3103,1507,124824481,82830,2858,1263,53328030,42223
2025,28,2025-07-07,ITAPUA,43185,31617,499680360,15804,174,1090,9039,223,2303,38427500,2624,27450900,1012,991,55,936,576031266,8980,8511,625,7886,43173,31607,499520200,15804,12,10,160160,16016,12,10,160160,16016
2025,27,2025-06-30,CENTRAL,10122,2588,116361934,44962,407,2192,3148,1146,3240,24572400,4915,24016400,639,521,38,483,96149042,2300,1130,131,999,6593,1205,28724400,23838,3529,1383,87637534,63368,3306,1161,44555311,38377
2025,27,2025-06-30,ITAPUA,49230,31630,471719300,14914,190,1189,13388,278,3925,35037300,2819,24214200,962,943,49,894,594276668,9199,8603,696,7907,49220,31623,471588000,14913,10,7,131300,18757,10,7,131300,18757
2025,26,2025-06-23,CENTRAL,8290,2965,141801171,47825,405,2178,2440,753,2131,25069300,3571,24322100,710,604,64,540,103814721,1954,1152,122,1030,5153,1329,30405300,22878,3137,1636,111395871,68090,2862,1362,49129470,36072
2025,26,2025-06-23,ITAPUA,42608,31962,453273150,14182,165,998,8179,162,2303,32312400,2297,22047600,951,924,38,886,570935022,8816,8380,661,7719,42598,31956,453179700,14181,10,6,93450,15575,10,6,93450,15575
2025,25,2025-06-16,CENTRAL,7329,2576,146197152,56754,406,2201,2382,883,1488,22907800,3611,22680000,695,566,65,501,97176562,2012,1150,126,1024,4833,1206,27569700,22860,2496,1370,118627452,86589,2256,1130,44546900,39422
2025,25,2025-06-16,ITAPUA,43792,32059,444157900,13854,175,1054,8896,203,2631,32141000,2346,22121400,964,942,57,885,559502746,9060,8540,821,7719,43790,32059,444157900,13854,2,0,,,2,0,,
2025,24,2025-06-09,CENTRAL,9795,3170,217048245,68469,411,2212,2832,1215,2578,27250500,4630,26341100,715,594,63,531,125769982,2365,1261,142,1119,6612,1513,33731600,22295,3183,1657,183316645,110632,2796,1272,52162481,41008
2025,24,2025-06-09,ITAPUA,44844,29493,409916130,13899,188,1104,9080,360,5910,29864200,2500,20280700,922,910,56,854,516290692,8631,7946,693,7253,44828,29482,409767300,13899,16,11,148830,13530,14,10,134530,13453
2025,23,2025-06-02,CENTRAL,10416,3138,145700956,46431,404,2190,3032,1259,2986,28518200,4899,27238400,724,584,61,523,116642812,2377,1290,160,1130,7225,1575,34857200,22132,3191,1563,110843756,70917,2865,1238,48114202,38864
2025,23,2025-06-02,ITAPUA,40520,29265,397709480,13590,181,1060,8429,177,2647,30109100,2203,20162000,891,869,67,802,500989711,8295,7801,679,7122,40507,29255,397603000,13591,13,10,106480,10648,13,10,106480,10648
2025,22,2025-05-26,CENTRAL,10818,3412,179940161,52737,398,2211,3092,1215,3098,28454900,4679,27006000,790,660,73,587,132985957,2472,1414,179,1235,7586,1669,37016800,22179,3232,1743,142923361,81998,2808,1320,48508840,36749
2025,22,2025-05-26,ITAPUA,39324,27818,388831870,13978,184,1116,8518,159,2828,29771400,2033,19281000,857,839,42,797,489689013,8091,7607,805,6802,39290,27792,388615100,13983,34,26,216770,8337,33,25,165770,6631
2025,21,2025-05-19,CENTRAL,10173,3192,237100722,74280,400,2201,2633,981,3367,25948400,4187,24460900,713,614,69,545,127280434,2114,1287,167,1120,6784,1475,32255950,21868,3389,1717,204844772,119304,2974,1303,45443950,34876
2025,21,2025-05-19,ITAPUA,33793,25697,346381160,13479,153,914,6714,78,1301,26678300,1786,17814600,800,780,68,712,435166022,7146,6800,603,6197,33769,25678,344418900,13413,24,19,1962260,103277,23,18,205260,11403
2025,20,2025-05-12,CENTRAL,8023,2190,117541281,53672,413,2310,1990,1061,2782,21284700,3963,20035000,582,473,36,437,84895227,1934,1029,107,922,5523,1082,25711400,23763,2500,1108,91829881,82879,2195,803,33117290,41242
2025,20,2025-05-12,ITAPUA,34387,24507,338384842,13808,177,1081,6817,167,2893,23770100,1630,15567500,766,756,46,710,426169738,7478,7049,643,6406,34331,24468,338044062,13816,56,39,340780,8738,56,39,340780,8738
2025,19,2025-05-05,CENTRAL,9850,3211,158818393,49461,403,2254,2928,1281,2430,26978100,4084,25146100,676,551,40,511,120119815,2040,1231,116,1115,5910,1428,32407700,22694,3940,1783,126410693,70898,3492,1335,49518260,37092
2025,19,2025-05-05,ITAPUA,37102,25510,347604380,13626,186,1145,8644,153,2792,27577300,2120,18697200,751,736,51,685,437841020,7486,7055,679,6376,37062,25480,347300010,13630,40,30,304370,10146,40,30,304370,10146
2025,18,2025-04-28,CENTRAL,8268,2745,160184062,58355,397,2219,2468,1046,2009,22408700,3575,20912500,628,532,38,494,126025574,1979,1113,107,1006,5304,1268,27515900,21700,2964,1477,132668162,89823,2541,1062,40726870,38349
2025,18,2025-04-28,ITAPUA,33633,23758,331278750,13944,179,1119,7234,142,2499,26086900,1889,18033900,707,690,50,640,415098006,7217,6790,690,6100,33578,23730,330845900,13942,55,28,432850,15459,55,28,432850,15459
2025,17,2025-04-21,CENTRAL,8262,3717,190636512,51288,383,2082,2505,707,1333,29024500,3785,27572600,712,628,54,574,150092799,1928,1336,154,1182,5308,1788,36791000,20577,2954,1929,153845512,79754,2363,1341,46868060,34950
2025,17,2025-04-21,ITAPUA,32763,22424,312615200,13941,187,1130,7235,156,2947,21743800,1768,14427000,708,687,70,617,380390122,6743,6362,624,5738,32762,22423,312574700,13940,1,1,40500,40500,1,1,40500,40500
2025,16,2025-04-14,CENTRAL,4796,2015,132001400,65509,362,2084,1306,415,1060,16942700,2244,16087900,521,463,26,437,110223265,1386,906,78,828,3375,1022,22852900,22361,1421,993,109148500,109918,1103,675,26329900,39007
2025,16,2025-04-14,ITAPUA,26687,17037,255228500,14981,209,1303,5894,151,3605,16152200,1387,11243500,636,618,29,589,346059455,6166,5695,630,5065,26686,17036,255213500,14981,1,1,15000,15000,1,1,15000,15000
2025,15,2025-04-07,CENTRAL,8899,4046,204801802,50618,385,2086,2626,748,1479,36521800,4334,34123000,678,612,63,549,177728269,2082,1489,208,1281,5733,2144,43848100,20452,3166,1902,160953702,84623,2678,1418,54435100,38389
2025,15,2025-04-07,ITAPUA,33036,23156,306768700,13248,186,1134,6752,106,3021,25180200,1927,17316700,675,657,68,589,418610113,6765,6340,779,5561,33019,23141,306588300,13249,17,15,180400,12027,17,15,180400,12027
2025,14,2025-03-31,CENTRAL,15391,3919,205102801,52335,414,2210,3176,1486,6810,34427000,7741,32581400,655,576,32,544,177872247,2614,1545,243,1302,11686,2078,45444400,21869,3705,1841,159658401,86724,3259,1396,49772300,35654
2025,14,2025-03-31,ITAPUA,34082,24130,352613100,14613,184,1133,7265,153,2534,25193200,2052,17562200,708,692,74,618,484803234,7281,6824,1060,5764,34082,24130,352613100,14613,0,0,,,0,0,,
2025,13,2025-03-24,CENTRAL,11854,3869,215564753,55716,412,2210,2857,1079,4049,32942200,5853,31283500,591,529,32,497,182216342,2348,1455,235,1220,8539,2061,45026400,21847,3315,1808,170538353,94324,2880,1373,48263200,35152
2025,13,2025-03-24,ITAPUA,45476,29679,547780700,18457,178,1115,9175,301,6321,22203000,2080,15588300,680,656,77,579,764135557,7748,7217,1547,5670,45458,29663,547635400,18462,18,16,145300,9081,18,16,145300,9081
2025,12,2025-03-17,CENTRAL,11856,3781,198499301,52499,405,2203,3057,1324,3694,32554000,5905,30340700,600,533,38,495,166417307,2287,1406,191,1215,8346,2017,44723200,22173,3510,1764,153776101,87175,3066,1323,46243800,34954
2025,12,2025-03-17,ITAPUA,35468,26131,383594700,14680,159,959,7154,105,2075,23578500,1952,16660200,624,605,58,547,534991505,6801,6488,1730,4758,35467,26130,383583700,14680,1,1,11000,11000,1,1,11000,11000
2025,11,2025-03-10,CENTRAL,10448,4066,193960054,47703,395,2209,3079,1218,2085,36442700,5234,34508100,622,550,51,499,173109955,2240,1475,263,1212,7100,2172,45796600,21085,3348,1894,148163454,78228,2857,1404,47408951,33767
2025,11,2025-03-10,ITAPUA,29416,20712,275817900,13317,168,1038,5922,103,2679,23895700,2012,17529600,591,574,73,501,379455575,5532,5203,1154,4049,29416,20712,275817900,13317,0,0,,,0,0,,
2025,10,2025-03-03,CENTRAL,13571,2867,159724003,55711,426,2374,3277,1969,5458,23221900,6227,21949100,484,415,26,389,142870545,2323,1170,198,972,9563,1395,32423400,23243,4008,1472,127300603,86481,3545,1011,37396600,36990
2025,10,2025-03-03,ITAPUA,29181,17230,262992700,15264,211,1357,6634,180,5137,20698700,2170,15354700,528,518,67,451,352839256,5258,4745,1170,3575,29176,17225,262940500,15265,5,5,52200,10440,5,5,52200,10440
2025,9,2025-02-24,CENTRAL,10075,3167,187487601,59200,397,2248,2762,1311,2835,22585200,4153,21117500,499,432,21,411,159328242,1964,1135,197,938,6275,1375,36034000,26207,3800,1792,151453601,84517,3310,1303,49109100,37689
2025,9,2025-02-24,ITAPUA,26058,15717,213099900,13559,209,1310,5820,146,4375,18434700,1818,14160200,512,501,72,429,290742440,4695,4280,1317,2963,26058,15717,213099900,13559,0,0,,,0,0,,
2025,8,2025-02-17,CENTRAL,9029,2992,243083001,81244,386,2200,2416,1157,2464,20041500,3246,17940100,546,465,25,440,168430814,1788,1061,134,927,5247,1097,26864200,24489,3782,1895,216218801,114100,3203,1316,48826100,37102
2025,8,2025-02-17,ITAPUA,19675,12738,173729900,13639,196,1202,4697,90,2150,16146400,1429,12304200,467,456,69,387,237340635,4024,3678,1328,2350,19674,12737,173529900,13624,1,1,200000,200000,0,0,,
2025,7,2025-02-10,CENTRAL,8398,2705,161792402,59812,390,2258,2505,1142,2046,20428800,3055,17216900,494,423,24,399,138560371,1661,983,141,842,4714,1007,27256600,27067,3684,1698,134535802,79232,3151,1166,43016800,36893
2025,7,2025-02-10,ITAPUA,18477,12223,199248100,16301,176,1066,5144,106,1004,14262300,1386,11324300,433,423,68,355,277510073,3531,3212,1698,1514,18412,12191,199028900,16326,65,32,219200,6850,65,32,219200,6850
2025,6,2025-02-03,CENTRAL,9378,2698,154207503,57156,392,2269,2545,1206,2929,17708800,3621,15810300,477,411,29,382,131283674,1673,941,138,803,5556,963,22533100,23399,3822,1735,131674403,75893,3294,1208,46446000,38449
2025,6,2025-02-03,ITAPUA,14064,6875,107781700,15677,222,1411,4018,202,2969,10436100,1170,8486500,393,377,106,271,149851613,2376,2005,1219,786,14058,6872,107750700,15680,6,3,31000,10333,6,3,31000,10333
2025,5,2025-01-27,CENTRAL,6884,2532,144453601,57051,374,2154,1991,763,1597,13914800,2520,12320800,500,426,34,392,123687360,1450,889,127,762,4056,855,18166700,21248,2828,1677,126286901,75305,2328,1179,42976600,36452
2025,5,2025-01-27,ITAPUA,5688,3005,42565301,14165,208,1337,1970,68,645,3998100,484,3369800,304,296,151,145,59381486,1258,1015,858,157,5679,3004,42565300,14170,9,1,1,1,9,1,1,1
2025,4,2025-01-20,CENTRAL,5177,2225,177653930,79844,372,2080,1559,595,798,14389800,1400,10808400,528,440,47,393,111190755,1172,792,102,690,2456,633,16977300,26820,2721,1592,160676630,100928,2253,1127,56176830,49846
2025,4,2025-01-20,ITAPUA,899,422,6611400,15667,204,1340,382,7,88,511900,69,405600,180,146,133,13,9112198,311,230,217,13,892,417,6561500,15735,7,5,49900,9980,7,5,49900,9980
2025,3,2025-01-13,CENTRAL,5212,2756,145523101,52802,351,1972,1440,509,507,12308300,617,5398700,458,373,32,341,104345324,1088,777,98,679,2515,1316,22553600,17138,2697,1440,122969501,85395,2285,1029,39674200,38556
2025,3,2025-01-13,ITAPUA,20,3,43600,14533,190,1208,5,4,8,23600,0,,4,3,1,2,33637,9,3,3,0,20,3,43600,14533,0,0,,,0,0,,
2025,2,2025-01-06,CENTRAL,4956,2580,178617334,69232,326,1866,1351,580,444,12385400,827,6483300,486,395,33,362,127276254,1193,823,139,684,2534,1041,20622900,19811,2422,1539,157994434,102660,1910,1029,40717734,39570
2025,2,2025-01-06,ITAPUA,20,1,181000,181000,321,2323,3,1,15,,0,,2,1,0,1,124700,10,1,0,1,19,0,,,1,1,181000,181000,0,0,,
2025,1,2025-12-29,CENTRAL,10515,3568,123160148,34518,375,2094,3204,321,3422,37883800,4733,36767800,788,631,22,609,103361718,3754,2199,164,2035,9408,2943,64123500,21788,1107,625,59036648,94459,1018,536,29087758,54268
2025,1,2025-12-29,ITAPUA,11658,6911,116458570,16851,195,1146,3107,101,1539,20401600,1584,16389800,929,882,17,865,116458300,4051,3415,81,3334,11652,6908,116400600,16850,6,3,57970,19323,6,3,57970,19323
2025,1,2024-12-30,CENTRAL,2469,748,72814700,97346,334,1949,502,663,556,3450600,479,2107900,255,213,10,203,50818997,636,329,37,292,1239,175,4473900,25565,1230,573,68340800,119268,989,333,16360200,49130
2025,1,2024-12-30,ITAPUA,11,0,,,273,1830,4,1,6,,1,0,1,0,0,0,,4,0,0,0,11,0,,,0,0,,,0,0,,
2024,52,2024-12-23,CENTRAL,8752,253,9474300,37448,445,2438,1594,2967,3938,3965000,2123,2120800,277,118,10,108,7264199,1690,203,34,169,6174,202,5519100,27322,2578,51,3955200,77553,2548,23,1045200,45443
2024,52,2024-12-23,ITAPUA,3,0,,,370,3762,1,0,2,,1,0,0,0,0,0,,3,0,0,0,3,0,,,0,0,,,0,0,,
2024,51,2024-12-16,CENTRAL,21602,572,23428406,40959,475,2574,2839,6194,11997,10677700,5283,6408200,304,164,15,149,15921915,2914,432,117,315,14402,480,14686900,30598,7200,92,8741506,95016,7152,46,1477500,32120
2024,51,2024-12-16,ITAPUA,26,0,,,171,1057,5,2,19,,4,0,1,0,0,0,,9,0,0,0,15,0,,,11,0,,,11,0,,
2024,50,2024-12-09,CENTRAL,11044,691,18843403,27270,428,2360,2353,4170,3830,9971600,3045,6749100,362,208,7,201,14703089,2071,440,97,343,7677,583,13613600,23351,3367,108,5229803,48424,3329,73,1671200,22893
2024,50,2024-12-09,ITAPUA,26,1,9300,9300,261,1955,2,2,21,9300,2,0,3,1,0,1,7565,10,1,1,0,26,1,9300,9300,0,0,,,0,0,,
2024,49,2024-12-02,CENTRAL,9109,532,16841208,31656,425,2338,1832,3341,3403,6952300,2057,4232100,339,206,11,195,13138940,1556,350,47,303,5279,386,10383500,26900,3830,146,6457708,44231,3771,95,2854200,30044
2024,49,2024-12-02,ITAPUA,2,0,,,356,2131,2,0,0,,0,,0,0,0,0,,2,0,0,0,2,0,,,0,0,,,0,0,,
2024,48,2024-11-25,CENTRAL,1075,25,1132200,45288,394,2741,136,213,701,388700,323,257800,31,20,2,18,813347,208,24,7,17,721,19,548200,28853,354,6,584000,97333,350,2,46000,23000
2024,1,2024-12-30,CENTRAL,664,21,860300,40967,403,2208,251,321,71,224000,82,200000,92,17,2,15,519876,248,17,2,15,271,16,333100,20819,393,5,527200,105440,391,3,66600,22200
2024,1,2024-12-30,ITAPUA,1,0,,,,,0,0,1,,0,,0,0,0,0,,1,0,0,0,1,0,,,0,0,,,0,0,,
